2025-12-13 17:49:54,214 INFO    MainThread:769231 [wandb_setup.py:_flush():81] Current SDK version is 0.21.4
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_setup.py:_flush():81] Configure stats pid to 769231
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_setup.py:_flush():81] Loading settings from /work/gj26/b20072/.config/wandb/settings
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_setup.py:_flush():81] Loading settings from /work/gp36/b20072/NGRC_LM/src/wandb/settings
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_init.py:setup_run_log_directory():686] Logging user logs to /work/gp36/b20072/NGRC_LM/src/wandb/run-20251213_174954-mvnnmfg3/logs/debug.log
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_init.py:setup_run_log_directory():687] Logging internal logs to /work/gp36/b20072/NGRC_LM/src/wandb/run-20251213_174954-mvnnmfg3/logs/debug-internal.log
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_init.py:init():813] calling init triggers
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_init.py:init():818] wandb.init called with sweep_config: {}
config: {'local_rank': 0, 'deepspeed_config': 'ds_config.json', 'use_deepspeed': False, 'local_batch_size': 32, 'use_gpu_amount': 1, 'learning_rate': 0.001, 'validate_every_steps': 200, 'save_checkpoint_every_steps': 200, 'generate_every': 1000, 'seq_len': 256, 'total_tokens': 100000000.0, 'epochs': 1, 'grad_clip_norm': 0.0, 'beta1': 0.9, 'beta2': 0.95, 'weight_decay': 0.1, 'tokenizer_path': 'meta-llama/Llama-2-7b-hf', 'ngrc_d_model': 64, 'ngrc_lag': 32, 'ngrc_feature': 'z_z2', 'ngrc_max_cross_terms': 256, 'ngrc_embed_frozen': False, 'ngrc_training': 'sgd', 'ngrc_loss': 'ce', 'ngrc_ridge_alpha': 0.001, 'ngrc_ridge_max_batches': 200, 'dataset_path': 'HuggingFaceFW/fineweb-edu', 'val_dataset_path': 'vesteinn/babylm', 'wandb_project': 'NGRC_LanguageModel', 'wandb_run_name': None, 'api_file': 'api.txt', 'hf_repo': None, 'hf_private': True, 'enable_compile': False, '_wandb': {}}
2025-12-13 17:49:54,215 INFO    MainThread:769231 [wandb_init.py:init():854] starting backend
2025-12-13 17:49:54,432 INFO    MainThread:769231 [wandb_init.py:init():857] sending inform_init request
2025-12-13 17:49:54,438 INFO    MainThread:769231 [wandb_init.py:init():865] backend started and connected
2025-12-13 17:49:54,440 INFO    MainThread:769231 [wandb_init.py:init():936] updated telemetry
2025-12-13 17:49:54,454 INFO    MainThread:769231 [wandb_init.py:init():960] communicating run to backend with 90.0 second timeout
2025-12-13 17:49:54,965 INFO    MainThread:769231 [wandb_init.py:init():1011] starting run threads in backend
2025-12-13 17:49:55,097 INFO    MainThread:769231 [wandb_run.py:_console_start():2506] atexit reg
2025-12-13 17:49:55,097 INFO    MainThread:769231 [wandb_run.py:_redirect():2354] redirect: wrap_raw
2025-12-13 17:49:55,098 INFO    MainThread:769231 [wandb_run.py:_redirect():2423] Wrapping output streams.
2025-12-13 17:49:55,098 INFO    MainThread:769231 [wandb_run.py:_redirect():2446] Redirects installed.
2025-12-13 17:49:55,104 INFO    MainThread:769231 [wandb_init.py:init():1049] run started, returning control to user process
